id,title,price,city,promo_price,url
3599880,Конструктор магнитный Attivio Квадрат 12деталей TY503,799,Москва,559,https://www.detmir.ru/product/index/id/3599880/
3599879,Конструктор магнитный Attivio 180деталей TY904,9999,Москва,6999,https://www.detmir.ru/product/index/id/3599879/
2867681,Конструктор SLUBAN Грузовой самолет,2779,Москва,1999,https://www.detmir.ru/product/index/id/2867681/
3244480,Конструктор LEGO DUPLO Башенный кран на стройке 10933,11989,Москва,9499,https://www.detmir.ru/product/index/id/3244480/
3620627,Конструктор LEGO City Wildlife Лагерь спасения дикой природы 60307,10789,Москва,7999,https://www.detmir.ru/product/index/id/3620627/
3596714,Конструктор LEGO Mickey and Friends Космическая ракета Микки и Минни 10774,1909,Москва,1599,https://www.detmir.ru/product/index/id/3596714/
3405535,Конструктор LEGO Classic Прозрачные кубики 11013,3109,Москва,,https://www.detmir.ru/product/index/id/3405535/
3405584,Конструктор LEGO City Fire Команда пожарных 60282,5989,Москва,,https://www.detmir.ru/product/index/id/3405584/
3475282,Конструктор LEGO DUPLO Classic Веселый день рождения 10958,6589,Москва,4999,https://www.detmir.ru/product/index/id/3475282/
3405548,Конструктор LEGO Friends Органическое кафе Хартлейк-Сити 41444,3109,Москва,2129,https://www.detmir.ru/product/index/id/3405548/
3153387,Модель сборная Mobicaro Грузовик с шуруповертом-двигателем 7128625,1899,Москва,999,https://www.detmir.ru/product/index/id/3153387/
3596785,Конструктор LEGO Friends Американские горки на Волшебной ярмарке 41685,10189,Москва,8799,https://www.detmir.ru/product/index/id/3596785/
3596759,Конструктор LEGO DUPLO Town Парк развлечений 10956,11989,Москва,8299,https://www.detmir.ru/product/index/id/3596759/
3597019,Конструктор LEGO Ninjago Храм Бескрайнего моря 71755,11989,Москва,9999,https://www.detmir.ru/product/index/id/3597019/
618981,Конструктор LEGO Classic Строительная пластина зеленого цвета (10700),829,Москва,599,https://www.detmir.ru/product/index/id/618981/
3599874,Конструктор магнитный Attivio 104детали TY620,4999,Москва,2999,https://www.detmir.ru/product/index/id/3599874/
3119810,Конструктор SLUBAN Битва за город 2 1001деталь M38-B0697,4999,Москва,3499,https://www.detmir.ru/product/index/id/3119810/
3596921,Конструктор LEGO City Wildlife 60302,10189,Москва,7999,https://www.detmir.ru/product/index/id/3596921/
3193108,Конструктор LEGO Disney Frozen Волшебный ледяной замок Эльзы 43172,7789,Москва,,https://www.detmir.ru/product/index/id/3193108/
3366409,Конструктор BAUER Весёлые горки 583,1399,Москва,1089,https://www.detmir.ru/product/index/id/3366409/
3405528,Конструктор LEGO DUPLO My First Пожарный вертолет и полицейский автомобиль 10957,949,Москва,849,https://www.detmir.ru/product/index/id/3405528/
3186812,Конструктор SLUBAN Розовая мечта Вилла M38-B0721,5999,Москва,3599,https://www.detmir.ru/product/index/id/3186812/
4058545,Конструктор LEGO Disney Princess 43200,2029,Москва,,https://www.detmir.ru/product/index/id/4058545/
